grid_id,centroid_lat,centroid_lon,base_cnt,heat_cnt,heat_ratio,data_quality,func_type
ws07pww,23.0637359999999987,113.190078999999997,31,23,0.74193548387096774,medium,
ws07pwy,23.0651089999999996,113.190078999999997,39,28,0.71794871794871795,medium,
ws07pwz,23.0651089999999996,113.191451999999998,32,23,0.71875000000000000,medium,
ws07px0,23.0664830000000016,113.181838999999997,41,30,0.73170731707317073,medium,
ws07px1,23.0664830000000016,113.183211999999997,48,35,0.72916666666666667,medium,
ws07px2,23.067855999999999,113.181838999999997,48,52,1.08333333333333333,medium,
ws07px3,23.067855999999999,113.183211999999997,61,60,0.98360655737704918,medium,
ws07px4,23.0664830000000016,113.184585999999996,88,94,1.06818181818181818,medium,
ws07px5,23.0664830000000016,113.185958999999997,76,76,1.00000000000000000,medium,
ws07px6,23.067855999999999,113.184585999999996,64,65,1.01562500000000000,medium,
ws07px7,23.067855999999999,113.185958999999997,101,99,0.98019801980198020,high,
ws07px8,23.069229,113.181838999999997,102,96,0.94117647058823529,high,
ws07px9,23.069229,113.183211999999997,104,104,1.00000000000000000,high,
ws07pxb,23.0706020000000009,113.181838999999997,109,110,1.00917431192660550,high,
ws07pxc,23.0706020000000009,113.183211999999997,259,246,0.94980694980694981,high,
ws07pxd,23.069229,113.184585999999996,125,99,0.79200000000000000,high,
ws07pxe,23.069229,113.185958999999997,153,151,0.98692810457516340,high,
ws07pxf,23.0706020000000009,113.184585999999996,176,157,0.89204545454545455,high,
ws07pxg,23.0706020000000009,113.185958999999997,261,246,0.94252873563218391,high,
ws07pxh,23.0664830000000016,113.187331999999998,55,55,1.00000000000000000,medium,
ws07pxj,23.0664830000000016,113.188704999999999,33,24,0.72727272727272727,medium,
ws07pxk,23.067855999999999,113.187331999999998,401,389,0.97007481296758105,high,
ws07pxm,23.067855999999999,113.188704999999999,186,189,1.01612903225806452,high,
ws07pxq,23.067855999999999,113.190078999999997,61,52,0.85245901639344262,medium,
ws07pxr,23.067855999999999,113.191451999999998,35,40,1.14285714285714286,medium,
ws07pxs,23.069229,113.187331999999998,390,371,0.95128205128205128,high,
ws07pxt,23.069229,113.188704999999999,307,311,1.01302931596091205,high,
ws07pxu,23.0706020000000009,113.187331999999998,233,225,0.96566523605150215,high,
ws07pxv,23.0706020000000009,113.188704999999999,285,273,0.95789473684210526,high,
ws07pxw,23.069229,113.190078999999997,245,226,0.92244897959183673,high,
ws07pxx,23.069229,113.191451999999998,286,225,0.78671328671328671,high,
ws07pxy,23.0706020000000009,113.190078999999997,255,232,0.90980392156862745,high,
ws07pxz,23.0706020000000009,113.191451999999998,144,129,0.89583333333333333,high,
ws07py1,23.0609889999999993,113.194198999999998,63,57,0.90476190476190476,medium,
ws07py2,23.0623630000000013,113.192824999999999,32,36,1.12500000000000000,medium,
ws07py3,23.0623630000000013,113.194198999999998,65,72,1.10769230769230769,medium,
ws07py4,23.0609889999999993,113.195571999999999,107,97,0.90654205607476636,high,
ws07py5,23.0609889999999993,113.196944999999999,66,45,0.68181818181818182,medium,
ws07py6,23.0623630000000013,113.195571999999999,198,149,0.75252525252525253,high,
ws07py7,23.0623630000000013,113.196944999999999,83,59,0.71084337349397590,medium,
ws07py8,23.0637359999999987,113.192824999999999,43,31,0.72093023255813953,medium,
ws07py9,23.0637359999999987,113.194198999999998,37,38,1.02702702702702703,medium,
ws07pyd,23.0637359999999987,113.195571999999999,33,45,1.36363636363636364,medium,
ws07pye,23.0637359999999987,113.196944999999999,49,37,0.75510204081632653,medium,
ws07pyg,23.0651089999999996,113.196944999999999,45,42,0.93333333333333333,medium,
ws07pyh,23.0609889999999993,113.198318,62,48,0.77419354838709677,medium,
ws07pyj,23.0609889999999993,113.199691999999999,54,44,0.81481481481481481,medium,
ws07pyk,23.0623630000000013,113.198318,76,74,0.97368421052631579,medium,
ws07pym,23.0623630000000013,113.199691999999999,63,66,1.04761904761904762,medium,
ws07pyn,23.0609889999999993,113.201065,54,39,0.72222222222222222,medium,
ws07pyp,23.0609889999999993,113.202438000000001,47,44,0.93617021276595745,medium,
ws07pyq,23.0623630000000013,113.201065,46,47,1.02173913043478261,medium,
ws07pyr,23.0623630000000013,113.202438000000001,53,33,0.62264150943396226,medium,
ws07pys,23.0637359999999987,113.198318,109,109,1.00000000000000000,high,
ws07pyt,23.0637359999999987,113.199691999999999,105,98,0.93333333333333333,high,
ws07pyu,23.0651089999999996,113.198318,116,85,0.73275862068965517,high,
ws07pyv,23.0651089999999996,113.199691999999999,179,142,0.79329608938547486,high,
ws07pyw,23.0637359999999987,113.201065,97,74,0.76288659793814433,medium,
ws07pyx,23.0637359999999987,113.202438000000001,62,85,1.37096774193548387,medium,
ws07pyy,23.0651089999999996,113.201065,183,155,0.84699453551912568,high,
ws07pyz,23.0651089999999996,113.202438000000001,134,123,0.91791044776119403,high,
ws07pz0,23.0664830000000016,113.192824999999999,40,23,0.57500000000000000,medium,
ws07pz2,23.067855999999999,113.192824999999999,38,41,1.07894736842105263,medium,
ws07pz3,23.067855999999999,113.194198999999998,65,44,0.67692307692307692,medium,
ws07pz4,23.0664830000000016,113.195571999999999,63,40,0.63492063492063492,medium,
ws07pz5,23.0664830000000016,113.196944999999999,86,74,0.86046511627906977,medium,
ws07pz6,23.067855999999999,113.195571999999999,76,55,0.72368421052631579,medium,
ws07pz7,23.067855999999999,113.196944999999999,110,109,0.99090909090909091,high,
ws07pz8,23.069229,113.192824999999999,204,147,0.72058823529411765,high,
ws07pz9,23.069229,113.194198999999998,196,215,1.09693877551020408,high,
ws07pzb,23.0706020000000009,113.192824999999999,112,137,1.22321428571428571,high,
ws07pzc,23.0706020000000009,113.194198999999998,78,87,1.11538461538461538,medium,
ws07pzd,23.069229,113.195571999999999,195,187,0.95897435897435897,high,
ws07pze,23.069229,113.196944999999999,188,129,0.68617021276595745,high,
ws07pzf,23.0706020000000009,113.195571999999999,139,118,0.84892086330935252,high,
ws07pzg,23.0706020000000009,113.196944999999999,62,54,0.87096774193548387,medium,
ws07pzh,23.0664830000000016,113.198318,164,145,0.88414634146341463,high,
ws07pzj,23.0664830000000016,113.199691999999999,410,383,0.93414634146341463,high,
ws07pzk,23.067855999999999,113.198318,157,144,0.91719745222929936,high,
ws07pzm,23.067855999999999,113.199691999999999,183,172,0.93989071038251366,high,
ws07pzn,23.0664830000000016,113.201065,330,318,0.96363636363636364,high,
ws07pzp,23.0664830000000016,113.202438000000001,160,125,0.78125000000000000,high,
ws07pzq,23.067855999999999,113.201065,134,105,0.78358208955223881,high,
ws07pzr,23.067855999999999,113.202438000000001,71,64,0.90140845070422535,medium,
ws07pzs,23.069229,113.198318,172,139,0.80813953488372093,high,
ws07pzt,23.069229,113.199691999999999,148,130,0.87837837837837838,high,
ws07pzu,23.0706020000000009,113.198318,69,46,0.66666666666666667,medium,
ws07pzv,23.0706020000000009,113.199691999999999,67,57,0.85074626865671642,medium,
ws07pzw,23.069229,113.201065,102,113,1.10784313725490196,high,
ws07pzx,23.069229,113.202438000000001,93,60,0.64516129032258065,medium,
ws07pzy,23.0706020000000009,113.201065,86,77,0.89534883720930233,medium,
ws07pzz,23.0706020000000009,113.202438000000001,85,47,0.55294117647058824,medium,
ws07r21,23.0719759999999994,113.172225999999995,86,85,0.98837209302325581,medium,
ws07r24,23.0719759999999994,113.173598999999996,146,129,0.88356164383561644,high,
ws07r25,23.0719759999999994,113.174972999999994,119,110,0.92436974789915966,high,
ws07r26,23.0733490000000003,113.173598999999996,81,79,0.97530864197530864,medium,
ws07r27,23.0733490000000003,113.174972999999994,119,99,0.83193277310924370,high,
ws07r2d,23.0747220000000013,113.173598999999996,53,39,0.73584905660377358,medium,
ws07r2e,23.0747220000000013,113.174972999999994,70,51,0.72857142857142857,medium,
ws07r2g,23.0760959999999997,113.174972999999994,30,21,0.70000000000000000,medium,
ws07r2h,23.0719759999999994,113.176345999999995,168,150,0.89285714285714286,high,
ws07r2j,23.0719759999999994,113.177718999999996,110,108,0.98181818181818182,high,
ws07r2k,23.0733490000000003,113.176345999999995,130,128,0.98461538461538462,high,
ws07r2m,23.0733490000000003,113.177718999999996,173,142,0.82080924855491329,high,
ws07r2n,23.0719759999999994,113.179091999999997,135,133,0.98518518518518519,high,
ws07r2p,23.0719759999999994,113.180465999999996,79,70,0.88607594936708861,medium,
ws07r2q,23.0733490000000003,113.179091999999997,180,187,1.03888888888888889,high,
ws07r2r,23.0733490000000003,113.180465999999996,174,124,0.71264367816091954,high,
ws07r2s,23.0747220000000013,113.176345999999995,96,89,0.92708333333333333,medium,
ws07r2t,23.0747220000000013,113.177718999999996,162,175,1.08024691358024691,high,
ws07r2u,23.0760959999999997,113.176345999999995,33,36,1.09090909090909091,medium,
ws07r2v,23.0760959999999997,113.177718999999996,43,36,0.83720930232558140,medium,
ws07r2w,23.0747220000000013,113.179091999999997,215,207,0.96279069767441860,high,
ws07r2x,23.0747220000000013,113.180465999999996,89,89,1.00000000000000000,medium,
ws07r2y,23.0760959999999997,113.179091999999997,53,55,1.03773584905660377,medium,
ws07r2z,23.0760959999999997,113.180465999999996,42,48,1.14285714285714286,medium,
ws07r33,23.0788420000000016,113.172225999999995,51,45,0.88235294117647059,medium,
ws07r34,23.0774690000000007,113.173598999999996,31,30,0.96774193548387097,medium,
ws07r3n,23.0774690000000007,113.179091999999997,33,38,1.15151515151515152,medium,
ws07r3p,23.0774690000000007,113.180465999999996,41,38,0.92682926829268293,medium,
ws07r3r,23.0788420000000016,113.180465999999996,61,73,1.19672131147540984,medium,
ws07r3w,23.080214999999999,113.179091999999997,34,46,1.35294117647058824,medium,
ws07r3x,23.080214999999999,113.180465999999996,50,45,0.90000000000000000,medium,
ws07r80,23.0719759999999994,113.181838999999997,81,59,0.72839506172839506,medium,
ws07r81,23.0719759999999994,113.183211999999997,73,91,1.24657534246575342,medium,
ws07r82,23.0733490000000003,113.181838999999997,53,63,1.18867924528301887,medium,
ws07r83,23.0733490000000003,113.183211999999997,56,56,1.00000000000000000,medium,
ws07r84,23.0719759999999994,113.184585999999996,96,91,0.94791666666666667,medium,
ws07r85,23.0719759999999994,113.185958999999997,228,221,0.96929824561403509,high,
ws07r86,23.0733490000000003,113.184585999999996,59,52,0.88135593220338983,medium,
ws07r87,23.0733490000000003,113.185958999999997,55,56,1.01818181818181818,medium,
ws07r88,23.0747220000000013,113.181838999999997,48,49,1.02083333333333333,medium,
ws07r89,23.0747220000000013,113.183211999999997,50,41,0.82000000000000000,medium,
ws07r8b,23.0760959999999997,113.181838999999997,35,34,0.97142857142857143,medium,
ws07r8c,23.0760959999999997,113.183211999999997,38,38,1.00000000000000000,medium,
ws07r8d,23.0747220000000013,113.184585999999996,45,40,0.88888888888888889,medium,
ws07r8e,23.0747220000000013,113.185958999999997,59,44,0.74576271186440678,medium,
ws07r8f,23.0760959999999997,113.184585999999996,43,41,0.95348837209302326,medium,
ws07r8g,23.0760959999999997,113.185958999999997,45,47,1.04444444444444444,medium,
ws07r8h,23.0719759999999994,113.187331999999998,127,135,1.06299212598425197,high,
ws07r8j,23.0719759999999994,113.188704999999999,118,85,0.72033898305084746,high,
ws07r8k,23.0733490000000003,113.187331999999998,124,106,0.85483870967741935,high,
ws07r8m,23.0733490000000003,113.188704999999999,111,112,1.00900900900900901,high,
ws07r8n,23.0719759999999994,113.190078999999997,155,172,1.10967741935483871,high,
ws07r8p,23.0719759999999994,113.191451999999998,108,102,0.94444444444444444,high,
ws07r8q,23.0733490000000003,113.190078999999997,214,225,1.05140186915887850,high,
ws07r8r,23.0733490000000003,113.191451999999998,141,139,0.98581560283687943,high,
ws07r8s,23.0747220000000013,113.187331999999998,131,114,0.87022900763358779,high,
ws07r8t,23.0747220000000013,113.188704999999999,115,137,1.19130434782608696,high,
ws07r8u,23.0760959999999997,113.187331999999998,66,64,0.96969696969696970,medium,
ws07r8v,23.0760959999999997,113.188704999999999,82,76,0.92682926829268293,medium,
ws07r8w,23.0747220000000013,113.190078999999997,121,112,0.92561983471074380,high,
ws07r8x,23.0747220000000013,113.191451999999998,293,292,0.99658703071672355,high,
ws07r8y,23.0760959999999997,113.190078999999997,95,109,1.14736842105263158,medium,
ws07r8z,23.0760959999999997,113.191451999999998,150,148,0.98666666666666667,high,
ws07r90,23.0774690000000007,113.181838999999997,39,27,0.69230769230769231,medium,
ws07r91,23.0774690000000007,113.183211999999997,55,51,0.92727272727272727,medium,
ws07r92,23.0788420000000016,113.181838999999997,35,29,0.82857142857142857,medium,
ws07r93,23.0788420000000016,113.183211999999997,44,39,0.88636363636363636,medium,
ws07r94,23.0774690000000007,113.184585999999996,66,66,1.00000000000000000,medium,
ws07r95,23.0774690000000007,113.185958999999997,100,80,0.80000000000000000,high,
ws07r96,23.0788420000000016,113.184585999999996,111,88,0.79279279279279279,high,
ws07r97,23.0788420000000016,113.185958999999997,297,294,0.98989898989898990,high,
ws07r98,23.080214999999999,113.181838999999997,59,53,0.89830508474576271,medium,
ws07r99,23.080214999999999,113.183211999999997,32,32,1.00000000000000000,medium,
ws07r9b,23.081589000000001,113.181838999999997,111,69,0.62162162162162162,high,
ws07r9c,23.081589000000001,113.183211999999997,46,37,0.80434782608695652,medium,
ws07r9d,23.080214999999999,113.184585999999996,61,59,0.96721311475409836,medium,
ws07r9e,23.080214999999999,113.185958999999997,94,80,0.85106382978723404,medium,
ws07r9f,23.081589000000001,113.184585999999996,33,34,1.03030303030303030,medium,
ws07r9g,23.081589000000001,113.185958999999997,39,40,1.02564102564102564,medium,
ws07r9h,23.0774690000000007,113.187331999999998,137,122,0.89051094890510949,high,
ws07r9j,23.0774690000000007,113.188704999999999,98,102,1.04081632653061224,medium,
ws07r9k,23.0788420000000016,113.187331999999998,210,197,0.93809523809523810,high,
ws07r9m,23.0788420000000016,113.188704999999999,180,170,0.94444444444444444,high,
ws07r9n,23.0774690000000007,113.190078999999997,176,144,0.81818181818181818,high,
ws07r9p,23.0774690000000007,113.191451999999998,199,187,0.93969849246231156,high,
ws07r9q,23.0788420000000016,113.190078999999997,116,124,1.06896551724137931,high,
ws07r9r,23.0788420000000016,113.191451999999998,81,61,0.75308641975308642,medium,
ws07r9s,23.080214999999999,113.187331999999998,87,79,0.90804597701149425,medium,
ws07r9t,23.080214999999999,113.188704999999999,99,91,0.91919191919191919,medium,
ws07r9v,23.081589000000001,113.188704999999999,71,86,1.21126760563380282,medium,
ws07r9w,23.080214999999999,113.190078999999997,64,56,0.87500000000000000,medium,
ws07r9x,23.080214999999999,113.191451999999998,55,52,0.94545454545454545,medium,
ws07r9y,23.081589000000001,113.190078999999997,67,56,0.83582089552238806,medium,
ws07r9z,23.081589000000001,113.191451999999998,40,32,0.80000000000000000,medium,
ws07rb0,23.0719759999999994,113.192824999999999,100,119,1.19000000000000000,high,
ws07rb1,23.0719759999999994,113.194198999999998,189,197,1.04232804232804233,high,
ws07rb2,23.0733490000000003,113.192824999999999,103,96,0.93203883495145631,high,
ws07rb3,23.0733490000000003,113.194198999999998,91,91,1.00000000000000000,medium,
ws07rb4,23.0719759999999994,113.195571999999999,77,79,1.02597402597402597,medium,
ws07rb5,23.0719759999999994,113.196944999999999,51,33,0.64705882352941176,medium,
ws07rb6,23.0733490000000003,113.195571999999999,71,60,0.84507042253521127,medium,
ws07rb7,23.0733490000000003,113.196944999999999,45,50,1.11111111111111111,medium,
ws07rb8,23.0747220000000013,113.192824999999999,122,116,0.95081967213114754,high,
ws07rb9,23.0747220000000013,113.194198999999998,84,76,0.90476190476190476,medium,
ws07rbb,23.0760959999999997,113.192824999999999,152,141,0.92763157894736842,high,
ws07rbc,23.0760959999999997,113.194198999999998,129,115,0.89147286821705426,high,
ws07rbd,23.0747220000000013,113.195571999999999,71,62,0.87323943661971831,medium,
ws07rbe,23.0747220000000013,113.196944999999999,41,48,1.17073170731707317,medium,
ws07rbf,23.0760959999999997,113.195571999999999,100,95,0.95000000000000000,high,
ws07rbg,23.0760959999999997,113.196944999999999,83,81,0.97590361445783133,medium,
ws07rbh,23.0719759999999994,113.198318,109,94,0.86238532110091743,high,
ws07rbj,23.0719759999999994,113.199691999999999,51,35,0.68627450980392157,medium,
ws07rbk,23.0733490000000003,113.198318,67,76,1.13432835820895522,medium,
ws07rbm,23.0733490000000003,113.199691999999999,145,158,1.08965517241379310,high,
ws07rbn,23.0719759999999994,113.201065,39,30,0.76923076923076923,medium,
ws07rbp,23.0719759999999994,113.202438000000001,42,41,0.97619047619047619,medium,
ws07rbq,23.0733490000000003,113.201065,69,64,0.92753623188405797,medium,
ws07rbr,23.0733490000000003,113.202438000000001,62,55,0.88709677419354839,medium,
ws07rbs,23.0747220000000013,113.198318,60,37,0.61666666666666667,medium,
ws07rbt,23.0747220000000013,113.199691999999999,57,55,0.96491228070175439,medium,
ws07rbu,23.0760959999999997,113.198318,173,163,0.94219653179190751,high,
ws07rbv,23.0760959999999997,113.199691999999999,72,68,0.94444444444444444,medium,
ws07rbw,23.0747220000000013,113.201065,81,70,0.86419753086419753,medium,
ws07rbx,23.0747220000000013,113.202438000000001,88,78,0.88636363636363636,medium,
ws07rby,23.0760959999999997,113.201065,66,65,0.98484848484848485,medium,
ws07rbz,23.0760959999999997,113.202438000000001,84,80,0.95238095238095238,medium,
ws07rc0,23.0774690000000007,113.192824999999999,238,242,1.01680672268907563,high,
ws07rc1,23.0774690000000007,113.194198999999998,203,188,0.92610837438423645,high,
ws07rc2,23.0788420000000016,113.192824999999999,92,102,1.10869565217391304,medium,
ws07rc3,23.0788420000000016,113.194198999999998,205,218,1.06341463414634146,high,
ws07rc4,23.0774690000000007,113.195571999999999,211,230,1.09004739336492891,high,
ws07rc5,23.0774690000000007,113.196944999999999,131,122,0.93129770992366412,high,
ws07rc6,23.0788420000000016,113.195571999999999,117,105,0.89743589743589744,high,
ws07rc7,23.0788420000000016,113.196944999999999,85,86,1.01176470588235294,medium,
ws07rc8,23.080214999999999,113.192824999999999,118,130,1.10169491525423729,high,
ws07rc9,23.080214999999999,113.194198999999998,62,49,0.79032258064516129,medium,
ws07rcb,23.081589000000001,113.192824999999999,43,41,0.95348837209302326,medium,
ws07rcc,23.081589000000001,113.194198999999998,40,36,0.90000000000000000,medium,
ws07rcd,23.080214999999999,113.195571999999999,102,87,0.85294117647058824,high,
ws07rce,23.080214999999999,113.196944999999999,104,108,1.03846153846153846,high,
ws07rcf,23.081589000000001,113.195571999999999,55,59,1.07272727272727273,medium,
ws07rcg,23.081589000000001,113.196944999999999,62,69,1.11290322580645161,medium,
ws07rch,23.0774690000000007,113.198318,195,167,0.85641025641025641,high,
ws07rcj,23.0774690000000007,113.199691999999999,110,97,0.88181818181818182,high,
ws07rck,23.0788420000000016,113.198318,145,139,0.95862068965517241,high,
ws07rcm,23.0788420000000016,113.199691999999999,172,179,1.04069767441860465,high,
ws07rcn,23.0774690000000007,113.201065,108,105,0.97222222222222222,high,
ws07rcp,23.0774690000000007,113.202438000000001,64,73,1.14062500000000000,medium,
ws07rcq,23.0788420000000016,113.201065,145,120,0.82758620689655172,high,
ws07rcr,23.0788420000000016,113.202438000000001,119,104,0.87394957983193277,high,
ws07rcs,23.080214999999999,113.198318,283,239,0.84452296819787986,high,
ws07rct,23.080214999999999,113.199691999999999,126,141,1.11904761904761905,high,
ws07rcu,23.081589000000001,113.198318,91,96,1.05494505494505495,medium,
ws07rcv,23.081589000000001,113.199691999999999,51,56,1.09803921568627451,medium,
ws07rcw,23.080214999999999,113.201065,67,66,0.98507462686567164,medium,
ws07rcx,23.080214999999999,113.202438000000001,51,49,0.96078431372549020,medium,
ws07rcz,23.081589000000001,113.202438000000001,49,43,0.87755102040816327,medium,
ws07rdj,23.0829619999999984,113.188704999999999,62,70,1.12903225806451613,medium,
ws07rdn,23.0829619999999984,113.190078999999997,59,58,0.98305084745762712,medium,
ws07rf1,23.0829619999999984,113.194198999999998,32,31,0.96875000000000000,medium,
ws07rf4,23.0829619999999984,113.195571999999999,40,37,0.92500000000000000,medium,
ws07rf5,23.0829619999999984,113.196944999999999,41,38,0.92682926829268293,medium,
ws07rf6,23.0843349999999994,113.195571999999999,46,31,0.67391304347826087,medium,
ws07rf7,23.0843349999999994,113.196944999999999,31,33,1.06451612903225806,medium,
ws07rf8,23.0857090000000014,113.192824999999999,34,32,0.94117647058823529,medium,
ws07rfd,23.0857090000000014,113.195571999999999,37,37,1.00000000000000000,medium,
ws07rfe,23.0857090000000014,113.196944999999999,37,33,0.89189189189189189,medium,
ws07rfh,23.0829619999999984,113.198318,42,36,0.85714285714285714,medium,
ws07rfj,23.0829619999999984,113.199691999999999,44,44,1.00000000000000000,medium,
ws07rfk,23.0843349999999994,113.198318,44,37,0.84090909090909091,medium,
ws07rfm,23.0843349999999994,113.199691999999999,49,32,0.65306122448979592,medium,
ws07rfn,23.0829619999999984,113.201065,33,39,1.18181818181818182,medium,
ws07rfp,23.0829619999999984,113.202438000000001,42,44,1.04761904761904762,medium,
ws07rfq,23.0843349999999994,113.201065,57,45,0.78947368421052632,medium,
ws07rfr,23.0843349999999994,113.202438000000001,39,52,1.33333333333333333,medium,
ws07rfs,23.0857090000000014,113.198318,51,59,1.15686274509803922,medium,
ws07rft,23.0857090000000014,113.199691999999999,39,51,1.30769230769230769,medium,
ws07rfw,23.0857090000000014,113.201065,40,36,0.90000000000000000,medium,
